timestamp,kw_energy_consumption,prediction
2016-04-03 20:00:00,-0.006,-0.0056387498255995126
2016-04-05 12:00:00,-0.008,-0.0056387498255995126
2016-04-07 03:00:00,-0.01,-0.0056387498255995126
2016-04-08 20:00:00,-0.011,-0.0056387498255995126
2016-04-10 12:00:00,-0.011,-0.0056387498255995126
2016-04-12 03:00:00,-0.009,-0.0056387498255995126
2016-04-13 20:00:00,-0.007,-0.0056387498255995126
2016-04-15 12:00:00,-0.004,-0.0056387498255995126
2016-04-17 03:00:00,-0.001,-0.0056387498255995126
2016-04-18 20:00:00,0.003,0.004299089564860213
2016-04-20 12:00:00,0.008,0.013360556568421788
2016-04-22 03:00:00,0.012,0.004299089564860213
2016-04-23 20:00:00,0.016,0.004299089564860213
2016-04-25 12:00:00,0.019,0.004299089564860213
2016-04-27 03:00:00,0.022,0.004299089564860213
2016-04-28 20:00:00,0.023,0.004299089564860213
2016-04-30 12:00:00,0.023,0.004299089564860213
2016-05-02 03:00:00,0.022,0.004299089564860213
2016-05-03 20:00:00,0.02,0.004299089564860213
2016-05-05 12:00:00,0.017,0.004299089564860213
2016-05-07 03:00:00,0.012,0.004299089564860213
2016-05-08 20:00:00,0.007,0.004299089564860213
2016-05-10 12:00:00,0.002,0.004299089564860213
2016-05-12 03:00:00,-0.003,-0.0056387498255995126
2016-05-13 20:00:00,-0.008,-0.0056387498255995126
2016-05-15 12:00:00,-0.012,-0.0056387498255995126
2016-05-17 03:00:00,-0.015,-0.0056387498255995126
2016-05-18 20:00:00,-0.017,-0.0056387498255995126
2016-05-20 12:00:00,-0.017,-0.0056387498255995126
2016-05-22 03:00:00,-0.017,-0.0056387498255995126
2016-05-23 20:00:00,-0.014,-0.0056387498255995126
2016-05-25 12:00:00,-0.011,-0.0056387498255995126
2016-05-27 03:00:00,-0.006,-0.0056387498255995126
2016-05-28 20:00:00,0.0,-0.0056387498255995126
2016-05-30 12:00:00,0.006,0.004299089564860213
2016-06-01 03:00:00,0.013,0.004299089564860213
2016-06-02 20:00:00,0.02,0.004299089564860213
2016-06-04 12:00:00,0.026,0.004299089564860213
2016-06-06 03:00:00,0.032,0.01879772677982661
2016-06-07 20:00:00,0.037,0.033573772843511984
2016-06-09 12:00:00,0.04,0.030990686003933034
2016-06-11 03:00:00,0.041,0.030990686003933034
2016-06-12 20:00:00,0.041,0.030990686003933034
2016-06-14 12:00:00,0.04,0.030990686003933034
2016-06-16 03:00:00,0.037,0.030990686003933034
2016-06-17 20:00:00,0.032,0.030990686003933034
2016-06-19 12:00:00,0.027,0.004299089564860213
2016-06-21 03:00:00,0.021,0.004299089564860213
2016-06-22 20:00:00,0.015,0.004299089564860213
2016-06-24 12:00:00,0.01,-0.0056387498255995126
2016-06-26 03:00:00,0.005,0.004299089564860213
2016-06-27 20:00:00,0.002,0.004299089564860213
2016-06-29 12:00:00,0.0,0.004299089564860213
2016-07-01 03:00:00,0.001,-0.0056387498255995126
2016-07-02 20:00:00,0.003,0.004299089564860213
2016-07-04 12:00:00,0.008,0.013360556568421788
2016-07-06 03:00:00,0.016,0.004299089564860213
2016-07-07 20:00:00,0.026,0.004299089564860213
2016-07-09 12:00:00,0.038,0.01879772677982661
2016-07-11 03:00:00,0.052,0.04443504877865888
2016-07-12 20:00:00,0.067,0.056300882375111175
2016-07-14 12:00:00,0.084,0.07691788791399692
2016-07-16 03:00:00,0.101,0.09889061000809661
2016-07-17 20:00:00,0.117,0.1325363468672623
2016-07-19 12:00:00,0.134,0.1448748402512003
2016-07-21 03:00:00,0.149,0.1448748402512003
2016-07-22 20:00:00,0.162,0.15696256877927806
2016-07-24 12:00:00,0.174,0.16938343717903842
2016-07-26 03:00:00,0.184,0.18791043876166807
2016-07-27 20:00:00,0.191,0.19082709541315837
2016-07-29 12:00:00,0.196,0.19082709541315837
2016-07-31 03:00:00,0.198,0.19082709541315837
2016-08-01 20:00:00,0.199,0.19082709541315837
2016-08-03 12:00:00,0.197,0.19082709541315837
2016-08-05 03:00:00,0.194,0.19351922762413226
2016-08-06 20:00:00,0.189,0.19082709541315837
2016-08-08 12:00:00,0.183,0.17921537564346995
2016-08-10 03:00:00,0.177,0.17283023869669303
2016-08-11 20:00:00,0.17,0.16628887494758982
2016-08-13 12:00:00,0.163,0.15696256877927806
2016-08-15 03:00:00,0.157,0.15427845867782358
2016-08-16 20:00:00,0.151,0.14829504428754728
2016-08-18 12:00:00,0.145,0.1413273199382908
2016-08-20 03:00:00,0.14,0.1358208314702129
2016-08-21 20:00:00,0.135,0.1448748402512003
2016-08-23 12:00:00,0.131,0.12323864614153227
2016-08-25 03:00:00,0.127,0.12323864614153227
2016-08-26 20:00:00,0.124,0.11675754490708538
2016-08-28 12:00:00,0.12,0.12323864614153227
2016-08-30 03:00:00,0.116,0.1084842730464313
2016-08-31 20:00:00,0.112,0.1084842730464313
2016-09-02 12:00:00,0.107,0.09889061000809661
2016-09-04 03:00:00,0.102,0.1050100191614976
2016-09-05 20:00:00,0.096,0.09889061000809661
2016-09-07 12:00:00,0.09,0.08658416772327622
2016-09-09 03:00:00,0.083,0.07691788791399692
2016-09-10 20:00:00,0.076,0.06795903111522131
2016-09-12 12:00:00,0.069,0.056300882375111175
2016-09-14 03:00:00,0.062,0.0503406051545148
2016-09-15 20:00:00,0.055,0.04443504877865888
2016-09-17 12:00:00,0.049,0.030990686003933034
2016-09-19 03:00:00,0.044,0.01879772677982661
2016-09-20 20:00:00,0.04,0.030990686003933034
2016-09-22 12:00:00,0.037,0.033573772843511984
2016-09-24 03:00:00,0.036,0.037750143038443824
2016-09-25 20:00:00,0.036,0.030990686003933034
2016-09-27 12:00:00,0.038,0.030990686003933034
2016-09-29 03:00:00,0.04,0.030990686003933034
2016-09-30 20:00:00,0.044,0.0503406051545148
2016-10-02 12:00:00,0.049,0.030990686003933034
2016-10-04 03:00:00,0.054,0.04443504877865888
2016-10-05 20:00:00,0.059,0.04443504877865888
2016-10-07 12:00:00,0.064,0.0625903164439251
2016-10-09 03:00:00,0.069,0.056300882375111175
2016-10-10 20:00:00,0.073,0.08014026539031123
2016-10-12 12:00:00,0.076,0.06795903111522131
