Time,Input,Response,Error
datetime,float,float,float
T,,,
08/10/21 12:0,0.25,0.064,0.314
08/12/21 03:0,0.253,0.122,0.375
08/13/21 19:0,0.255,0.087,0.34199999999999997
08/15/21 12:0,0.256,0.076,0.332
08/17/21 03:0,0.256,-0.017,0.239
08/18/21 19:0,0.254,0.076,0.33
08/20/21 12:0,0.252,0.076,0.328
08/22/21 03:0,0.248,0.064,0.312
08/23/21 19:0,0.243,0.058,0.301
08/25/21 12:0,0.237,0.064,0.301
08/27/21 03:0,0.231,0.047,0.278
08/28/21 19:0,0.225,0.047,0.272
08/30/21 12:0,0.22,0.07,0.29000000000000004
09/01/21 03:0,0.215,0.081,0.296
09/02/21 19:0,0.211,0.145,0.356
09/04/21 12:0,0.208,0.145,0.353
09/06/21 03:0,0.207,0.169,0.376
09/07/21 19:0,0.206,0.174,0.38
09/09/21 12:0,0.208,0.174,0.382
09/11/21 03:0,0.21,0.169,0.379
09/12/21 19:0,0.214,0.163,0.377
09/14/21 12:0,0.218,0.174,0.392
09/16/21 03:0,0.223,0.174,0.397
09/17/21 19:0,0.228,0.174,0.402
09/19/21 12:0,0.233,0.18,0.41300000000000003
09/21/21 03:0,0.237,0.186,0.423
09/22/21 19:0,0.24,0.18,0.42
09/24/21 12:0,0.242,0.198,0.44
09/26/21 03:0,0.242,0.203,0.445
09/27/21 19:0,0.24,0.209,0.44899999999999995
09/29/21 12:0,0.236,0.215,0.45099999999999996
10/01/21 03:0,0.229,0.209,0.438
10/02/21 19:0,0.221,0.209,0.43
10/04/21 12:0,0.211,0.203,0.41400000000000003
10/06/21 03:0,0.2,0.215,0.41500000000000004
10/07/21 19:0,0.188,0.221,0.40900000000000003
10/09/21 12:0,0.175,0.227,0.402
10/11/21 03:0,0.162,0.238,0.4
10/12/21 19:0,0.149,0.244,0.393
10/14/21 12:0,0.137,0.238,0.375
10/16/21 03:0,0.127,0.244,0.371
10/17/21 19:0,0.118,0.256,0.374
10/19/21 12:0,0.112,0.279,0.391
10/21/21 03:0,0.107,0.279,0.386
10/22/21 19:0,0.105,0.273,0.378
10/24/21 12:0,0.105,0.279,0.384
10/26/21 03:0,0.107,0.273,0.38
10/27/21 19:0,0.112,0.267,0.379
10/29/21 12:0,0.118,0.267,0.385
10/31/21 03:0,0.125,0.262,0.387
11/01/21 19:0,0.133,0.267,0.4
11/03/21 12:0,0.141,0.262,0.403
11/05/21 03:0,0.15,0.262,0.41200000000000003
11/06/21 19:0,0.158,0.262,0.42000000000000004
11/08/21 12:0,0.165,0.262,0.42700000000000005
11/10/21 03:0,0.17,0.262,0.43200000000000005
11/11/21 19:0,0.175,0.267,0.442
11/13/21 12:0,0.177,0.262,0.439
11/15/21 03:0,0.179,0.262,0.441
11/16/21 19:0,0.178,0.262,0.44
11/18/21 12:0,0.176,0.169,0.345
11/20/21 03:0,0.173,0.267,0.44
11/21/21 19:0,0.169,0.262,0.43100000000000005
11/23/21 12:0,0.164,0.262,0.42600000000000005
11/25/21 03:0,0.159,0.262,0.42100000000000004
11/26/21 19:0,0.154,0.267,0.42100000000000004
11/28/21 12:0,0.149,0.267,0.41600000000000004
11/30/21 03:0,0.144,0.267,0.41100000000000003
12/01/21 19:0,0.14,0.267,0.40700000000000003
12/03/21 12:0,0.137,0.273,0.41000000000000003
12/05/21 03:0,0.134,0.279,0.41300000000000003
12/06/21 19:0,0.133,0.285,0.418
12/08/21 12:0,0.132,0.291,0.423
12/10/21 03:0,0.131,0.285,0.416
12/11/21 19:0,0.131,0.285,0.416
12/13/21 12:0,0.131,0.291,0.422
12/15/21 03:0,0.131,0.297,0.428
12/16/21 19:0,0.132,0.302,0.434
12/18/21 12:0,0.131,0.302,0.433
12/20/21 03:0,0.13,0.302,0.432
12/21/21 19:0,0.129,0.297,0.426
12/23/21 12:0,0.127,0.302,0.429
12/25/21 03:0,0.124,0.308,0.432
12/26/21 19:0,0.121,0.221,0.34199999999999997
12/28/21 12:0,0.118,0.314,0.432
12/30/21 03:0,0.114,0.32,0.434
12/31/21 19:0,0.111,0.331,0.442
01/02/22 12:0,0.107,0.366,0.473
01/04/22 03:0,0.105,0.378,0.483
01/05/22 19:0,0.102,0.378,0.48
01/07/22 12:0,0.101,0.378,0.479
01/09/22 03:0,0.101,0.384,0.485
01/10/22 19:0,0.101,0.39,0.491
01/12/22 12:0,0.103,0.378,0.481
01/14/22 03:0,0.106,0.372,0.478
01/15/22 19:0,0.109,0.395,0.504
01/17/22 12:0,0.113,0.413,0.526
01/19/22 03:0,0.117,0.419,0.536
01/20/22 19:0,0.121,0.424,0.5449999999999999
01/22/22 12:0,0.125,0.413,0.538
01/24/22 03:0,0.128,0.407,0.5349999999999999
01/25/22 19:0,0.131,0.419,0.55
01/27/22 12:0,0.132,0.43,0.562
01/29/22 03:0,0.131,0.436,0.567
01/30/22 19:0,0.129,0.43,0.5589999999999999
02/01/22 12:0,0.126,0.442,0.5680000000000001
02/03/22 03:0,0.12,0.448,0.5680000000000001
02/04/22 19:0,0.113,0.477,0.59
02/06/22 12:0,0.105,0.465,0.5700000000000001
02/08/22 03:0,0.096,0.459,0.555
02/09/22 19:0,0.086,0.465,0.551
02/11/22 12:0,0.075,0.471,0.5459999999999999
02/13/22 03:0,0.065,0.488,0.5529999999999999
02/14/22 19:0,0.055,0.5,0.555
02/16/22 12:0,0.045,0.5,0.545
02/18/22 03:0,0.037,0.5,0.537
02/19/22 19:0,0.029,0.494,0.523
02/21/22 12:0,0.023,0.494,0.517
02/23/22 03:0,0.019,0.5,0.519
02/24/22 19:0,0.015,0.506,0.521
02/26/22 12:0,0.013,0.5,0.513
02/28/22 03:0,0.012,0.488,0.5
03/01/22 19:0,0.011,0.483,0.494
03/03/22 12:0,0.011,0.483,0.494
03/05/22 03:0,0.011,0.483,0.494
03/06/22 19:0,0.01,0.483,0.493
03/08/22 12:0,0.008,0.5,0.508
03/10/22 03:0,0.004,0.512,0.516
03/11/22 19:0,0.0,0.512,0.512
03/13/22 12:0,-0.007,0.494,0.487
03/15/22 03:0,-0.016,0.488,0.472
03/16/22 19:0,-0.027,0.506,0.479
03/18/22 12:0,-0.039,0.5,0.461
03/20/22 03:0,-0.053,0.5,0.447
03/21/22 19:0,-0.069,0.494,0.425
03/23/22 12:0,-0.086,0.488,0.402
03/25/22 03:0,-0.103,0.483,0.38
03/26/22 19:0,-0.12,0.488,0.368
03/28/22 12:0,-0.137,0.488,0.351
03/30/22 03:0,-0.152,0.39,0.23800000000000002
03/31/22 19:0,-0.166,0.488,0.32199999999999995
04/02/22 12:0,-0.178,0.483,0.305
04/04/22 03:0,-0.188,0.477,0.289
04/05/22 19:0,-0.195,0.471,0.27599999999999997
04/07/22 12:0,-0.2,0.465,0.265
04/09/22 03:0,-0.202,0.465,0.263
04/10/22 19:0,-0.202,0.459,0.257
04/12/22 12:0,-0.198,0.459,0.261
04/14/22 03:0,-0.193,0.465,0.272
04/15/22 19:0,-0.186,0.465,0.279
04/17/22 12:0,-0.178,0.459,0.281
04/19/22 03:0,-0.169,0.453,0.28400000000000003
04/20/22 19:0,-0.159,0.453,0.29400000000000004
04/22/22 12:0,-0.149,0.465,0.31600000000000006
04/24/22 03:0,-0.14,0.465,0.325
04/25/22 19:0,-0.131,0.465,0.334
04/27/22 12:0,-0.123,0.459,0.336
04/29/22 03:0,-0.117,0.448,0.331
04/30/22 19:0,-0.111,0.448,0.337
05/02/22 12:0,-0.107,0.448,0.341
05/04/22 03:0,-0.104,0.448,0.34400000000000003
05/05/22 19:0,-0.102,0.453,0.35100000000000003
05/07/22 12:0,-0.102,0.36,0.258
05/09/22 03:0,-0.102,0.442,0.34
05/10/22 19:0,-0.102,0.43,0.328
05/12/22 12:0,-0.103,0.419,0.316
05/14/22 03:0,-0.104,0.419,0.315
05/15/22 19:0,-0.105,0.384,0.279
05/17/22 12:0,-0.105,0.36,0.255
05/19/22 03:0,-0.106,0.337,0.23100000000000004
05/20/22 19:0,-0.106,0.326,0.22000000000000003
05/22/22 12:0,-0.105,0.297,0.192
05/24/22 03:0,-0.105,0.291,0.186
05/25/22 19:0,-0.104,0.291,0.187
05/27/22 12:0,-0.104,0.279,0.17500000000000004
05/29/22 03:0,-0.104,0.279,0.17500000000000004
05/30/22 19:0,-0.104,0.279,0.17500000000000004
06/01/22 12:0,-0.105,0.267,0.16200000000000003
06/03/22 03:0,-0.107,0.262,0.15500000000000003
06/04/22 19:0,-0.11,0.244,0.134
06/06/22 12:0,-0.113,0.233,0.12000000000000001
06/08/22 03:0,-0.118,0.186,0.068
06/09/22 19:0,-0.123,0.163,0.04000000000000001
06/11/22 12:0,-0.128,0.11,-0.018000000000000002
06/13/22 03:0,-0.134,0.064,-0.07
06/14/22 19:0,-0.139,0.052,-0.08700000000000002
06/16/22 12:0,-0.144,0.017,-0.127
06/18/22 03:0,-0.149,-0.006,-0.155
06/19/22 19:0,-0.152,-0.012,-0.164
06/21/22 12:0,-0.153,-0.006,-0.159
06/23/22 03:0,-0.154,-0.017,-0.17099999999999999
06/24/22 19:0,-0.152,-0.017,-0.16899999999999998
06/26/22 12:0,-0.149,-0.012,-0.161
06/28/22 03:0,-0.144,-0.012,-0.156
06/29/22 19:0,-0.137,-0.017,-0.15400000000000003
07/01/22 12:0,-0.129,-0.017,-0.14600000000000002
07/03/22 03:0,-0.119,-0.017,-0.136
07/04/22 19:0,-0.108,-0.017,-0.125
07/06/22 12:0,-0.097,-0.017,-0.114
07/08/22 03:0,-0.085,-0.017,-0.10200000000000001
07/09/22 19:0,-0.074,-0.017,-0.091
07/11/22 12:0,-0.063,-0.017,-0.08
07/13/22 03:0,-0.052,-0.012,-0.064
07/14/22 19:0,-0.043,-0.006,-0.048999999999999995
07/16/22 12:0,-0.034,-0.006,-0.04
07/18/22 03:0,-0.027,-0.017,-0.044
07/19/22 19:0,-0.022,-0.017,-0.039
07/21/22 12:0,-0.017,-0.017,-0.034
07/23/22 03:0,-0.014,-0.023,-0.037
07/24/22 19:0,-0.011,-0.023,-0.034
07/26/22 12:0,-0.009,-0.023,-0.032
07/28/22 03:0,-0.007,-0.023,-0.03
07/29/22 19:0,-0.005,-0.023,-0.028
07/31/22 12:0,-0.002,-0.012,-0.014
08/02/22 03:0,0.002,-0.017,-0.015000000000000001
08/03/22 19:0,0.007,-0.017,-0.010000000000000002
08/05/22 12:0,0.013,-0.012,0.0009999999999999992
08/07/22 03:0,0.021,-0.017,0.004
08/08/22 19:0,0.03,-0.11,-0.08
08/10/22 12:0,0.041,-0.017,0.024
08/12/22 03:0,0.053,-0.017,0.036
08/13/22 19:0,0.065,-0.017,0.048
08/15/22 12:0,0.079,-0.012,0.067
08/17/22 03:0,0.093,-0.012,0.081
08/18/22 19:0,0.106,-0.012,0.094
08/20/22 12:0,0.118,0.0,0.118
08/22/22 03:0,0.13,0.006,0.136
08/23/22 19:0,0.139,0.012,0.15100000000000002
08/25/22 12:0,0.146,0.012,0.158
08/27/22 03:0,0.151,0.012,0.163
08/28/22 19:0,0.153,0.012,0.165
08/30/22 12:0,0.153,0.017,0.16999999999999998
09/01/22 03:0,0.149,0.017,0.16599999999999998
09/02/22 19:0,0.143,0.035,0.178
09/04/22 12:0,0.135,0.041,0.17600000000000002
09/06/22 03:0,0.124,0.041,0.165
09/07/22 19:0,0.112,0.047,0.159
09/09/22 12:0,0.098,0.058,0.156
09/11/22 03:0,0.084,0.076,0.16
09/12/22 19:0,0.069,0.11,0.179
09/14/22 12:0,0.055,0.151,0.206
09/16/22 03:0,0.041,0.163,0.20400000000000001
09/17/22 19:0,0.028,0.174,0.20199999999999999
09/19/22 12:0,0.016,0.186,0.202
09/21/22 03:0,0.005,0.169,0.17400000000000002
09/22/22 19:0,-0.004,0.169,0.165
09/24/22 12:0,-0.011,0.169,0.158
09/26/22 03:0,-0.017,0.169,0.15200000000000002
09/27/22 19:0,-0.022,0.169,0.14700000000000002
09/29/22 12:0,-0.026,0.174,0.148
10/01/22 03:0,-0.028,0.169,0.14100000000000001
10/02/22 19:0,-0.031,0.163,0.132
10/04/22 12:0,-0.033,0.163,0.13
10/06/22 03:0,-0.036,0.163,0.127
10/07/22 19:0,-0.039,0.163,0.124
10/09/22 12:0,-0.042,0.169,0.127
10/11/22 03:0,-0.047,0.169,0.12200000000000001
10/12/22 19:0,-0.052,0.174,0.122
10/14/22 12:0,-0.059,0.169,0.11000000000000001
10/16/22 03:0,-0.066,0.174,0.10799999999999998
10/17/22 19:0,-0.074,0.174,0.09999999999999999
10/19/22 12:0,-0.083,0.174,0.09099999999999998
10/21/22 03:0,-0.093,0.174,0.08099999999999999
10/22/22 19:0,-0.102,0.169,0.06700000000000002
10/24/22 12:0,-0.112,0.169,0.05700000000000001
10/26/22 03:0,-0.122,0.157,0.035
10/27/22 19:0,-0.131,0.151,0.01999999999999999
10/29/22 12:0,-0.139,0.151,0.011999999999999983
10/31/22 03:0,-0.147,0.134,-0.012999999999999984
11/01/22 19:0,-0.155,0.116,-0.03899999999999999
11/03/22 12:0,-0.161,0.105,-0.05600000000000001
11/05/22 03:0,-0.167,0.093,-0.07400000000000001
11/06/22 19:0,-0.173,0.076,-0.09699999999999999
11/08/22 12:0,-0.178,0.07,-0.10799999999999998
11/10/22 03:0,-0.182,-0.029,-0.211
11/11/22 19:0,-0.187,0.058,-0.129
11/13/22 12:0,-0.192,0.047,-0.14500000000000002
11/15/22 03:0,-0.197,0.052,-0.14500000000000002
11/16/22 19:0,-0.202,0.064,-0.138
11/18/22 12:0,-0.209,0.052,-0.157
11/20/22 03:0,-0.215,0.029,-0.186
11/21/22 19:0,-0.222,0.012,-0.21
11/23/22 12:0,-0.23,0.0,-0.23
11/25/22 03:0,-0.237,-0.006,-0.243
11/26/22 19:0,-0.244,-0.017,-0.261
11/28/22 12:0,-0.251,-0.017,-0.268
11/30/22 03:0,-0.258,-0.017,-0.275
12/01/22 19:0,-0.263,-0.012,-0.275
12/03/22 12:0,-0.267,-0.006,-0.273
12/05/22 03:0,-0.269,0.006,-0.263
12/06/22 19:0,-0.269,0.0,-0.269
12/08/22 12:0,-0.268,0.0,-0.268
12/10/22 03:0,-0.264,0.0,-0.264
12/11/22 19:0,-0.259,0.0,-0.259
12/13/22 12:0,-0.251,-0.006,-0.257
12/15/22 03:0,-0.242,-0.006,-0.248
12/16/22 19:0,-0.232,0.0,-0.232
12/18/22 12:0,-0.22,-0.099,-0.319
12/20/22 03:0,-0.208,0.0,-0.208
12/21/22 19:0,-0.195,-0.006,-0.201
12/23/22 12:0,-0.182,-0.006,-0.188
12/25/22 03:0,-0.17,0.0,-0.17
12/26/22 19:0,-0.158,-0.006,-0.164
12/28/22 12:0,-0.148,-0.012,-0.16
12/30/22 03:0,-0.139,-0.006,-0.14500000000000002
12/31/22 19:0,-0.132,0.0,-0.132
01/02/23 12:0,-0.126,-0.006,-0.132
01/04/23 03:0,-0.121,-0.023,-0.144
01/05/23 19:0,-0.117,-0.029,-0.14600000000000002
01/07/23 12:0,-0.115,-0.035,-0.15000000000000002
01/09/23 03:0,-0.113,-0.041,-0.154
01/10/23 19:0,-0.111,-0.041,-0.152
01/12/23 12:0,-0.109,-0.047,-0.156
01/14/23 03:0,-0.106,-0.047,-0.153
01/15/23 19:0,-0.102,-0.041,-0.143
01/17/23 12:0,-0.097,-0.035,-0.132
01/19/23 03:0,-0.09,-0.041,-0.131
01/20/23 19:0,-0.081,-0.047,-0.128
01/22/23 12:0,-0.07,-0.047,-0.117
01/24/23 03:0,-0.058,-0.047,-0.10500000000000001
01/25/23 19:0,-0.043,-0.047,-0.09
01/27/23 12:0,-0.027,-0.041,-0.068
01/29/23 03:0,-0.01,-0.029,-0.039
01/30/23 19:0,0.008,-0.035,-0.027000000000000003
02/01/23 12:0,0.026,-0.029,-0.0030000000000000027
02/03/23 03:0,0.044,-0.035,0.008999999999999994
02/04/23 19:0,0.062,-0.035,0.026999999999999996
02/06/23 12:0,0.078,-0.041,0.037
02/08/23 03:0,0.094,-0.041,0.053
02/09/23 19:0,0.107,-0.029,0.078
02/11/23 12:0,0.118,-0.023,0.095
02/13/23 03:0,0.127,-0.023,0.10400000000000001
02/14/23 19:0,0.133,-0.029,0.10400000000000001
02/16/23 12:0,0.137,-0.029,0.10800000000000001
02/18/23 03:0,0.139,-0.023,0.11600000000000002
02/19/23 19:0,0.139,-0.023,0.11600000000000002
02/21/23 12:0,0.137,-0.012,0.125
02/23/23 03:0,0.134,-0.012,0.12200000000000001
02/24/23 19:0,0.13,-0.017,0.113
02/26/23 12:0,0.126,-0.012,0.114
02/28/23 03:0,0.122,-0.012,0.11
03/01/23 19:0,0.118,0.0,0.118
03/03/23 12:0,0.114,0.0,0.114
03/05/23 03:0,0.112,0.006,0.11800000000000001
03/06/23 19:0,0.11,0.0,0.11
03/08/23 12:0,0.11,0.0,0.11
03/10/23 03:0,0.111,-0.006,0.105
03/11/23 19:0,0.112,0.0,0.112
03/13/23 12:0,0.115,0.012,0.127
03/15/23 03:0,0.118,0.006,0.124
03/16/23 19:0,0.122,-0.006,0.11599999999999999
03/18/23 12:0,0.126,-0.017,0.109
03/20/23 03:0,0.13,0.006,0.136
03/21/23 19:0,0.133,-0.076,0.05700000000000001
03/23/23 12:0,0.135,0.006,0.14100000000000001
03/25/23 03:0,0.137,0.0,0.137
03/26/23 19:0,0.138,-0.017,0.12100000000000001
03/28/23 12:0,0.137,-0.023,0.11400000000000002
03/30/23 03:0,0.136,-0.023,0.11300000000000002
03/31/23 19:0,0.133,-0.006,0.127
04/02/23 12:0,0.13,-0.029,0.101
04/04/23 03:0,0.125,-0.064,0.061
04/05/23 19:0,0.121,-0.076,0.045
04/07/23 12:0,0.115,-0.099,0.016
04/09/23 03:0,0.11,-0.128,-0.018000000000000002
04/10/23 19:0,0.106,-0.105,0.0010000000000000009
04/12/23 12:0,0.101,-0.081,0.020000000000000004
04/14/23 03:0,0.097,-0.035,0.062
04/15/23 19:0,0.094,0.087,0.181
04/17/23 12:0,0.09,0.07,0.16
04/19/23 03:0,0.088,0.058,0.146
04/20/23 19:0,0.085,0.029,0.114
04/22/23 12:0,0.082,0.035,0.117
04/24/23 03:0,0.08,0.029,0.109
04/25/23 19:0,0.077,0.035,0.112
04/27/23 12:0,0.073,0.047,0.12
04/29/23 03:0,0.07,0.052,0.122
04/30/23 19:0,0.065,0.052,0.11699999999999999
05/02/23 12:0,0.059,0.058,0.11699999999999999
05/04/23 03:0,0.053,0.058,0.111
05/05/23 19:0,0.045,0.064,0.109
05/07/23 12:0,0.037,0.058,0.095
05/09/23 03:0,0.028,0.052,0.08
05/10/23 19:0,0.019,0.052,0.071
05/12/23 12:0,0.009,0.058,0.067
05/14/23 03:0,0.0,0.052,0.052
05/15/23 19:0,-0.009,0.052,0.043
05/17/23 12:0,-0.016,0.058,0.042
05/19/23 03:0,-0.023,0.052,0.028999999999999998
05/20/23 19:0,-0.028,0.052,0.023999999999999997
05/22/23 12:0,-0.031,0.058,0.027000000000000003
05/24/23 03:0,-0.032,0.052,0.019999999999999997
05/25/23 19:0,-0.031,0.052,0.020999999999999998
05/27/23 12:0,-0.028,0.058,0.030000000000000002
05/29/23 03:0,-0.023,0.064,0.041
05/30/23 19:0,-0.017,0.076,0.059
06/01/23 12:0,-0.009,0.058,0.049
06/03/23 03:0,0.0,0.035,0.035
06/04/23 19:0,0.009,0.023,0.032
06/06/23 12:0,0.018,0.023,0.040999999999999995
06/08/23 03:0,0.028,0.023,0.051000000000000004
06/09/23 19:0,0.036,0.012,0.048
06/11/23 12:0,0.043,0.006,0.048999999999999995
06/13/23 03:0,0.049,0.023,0.07200000000000001
06/14/23 19:0,0.053,0.029,0.082
06/16/23 12:0,0.054,0.023,0.077
06/18/23 03:0,0.054,0.012,0.066
06/19/23 19:0,0.052,0.0,0.052
06/21/23 12:0,0.048,-0.017,0.031
06/23/23 03:0,0.042,-0.012,0.030000000000000002
06/24/23 19:0,0.035,-0.012,0.023000000000000003
06/26/23 12:0,0.028,-0.012,0.016
06/28/23 03:0,0.02,0.0,0.02
06/29/23 19:0,0.012,-0.006,0.006
07/01/23 12:0,0.004,0.006,0.01
07/03/23 03:0,-0.003,0.006,0.003
07/04/23 19:0,-0.008,0.012,0.004
07/06/23 12:0,-0.012,0.029,0.017
07/08/23 03:0,-0.015,0.029,0.014000000000000002
07/09/23 19:0,-0.016,0.041,0.025
07/11/23 12:0,-0.015,0.029,0.014000000000000002
07/13/23 03:0,-0.012,0.023,0.011
07/14/23 19:0,-0.009,0.012,0.003000000000000001
07/16/23 12:0,-0.004,0.006,0.002
07/18/23 03:0,0.002,0.006,0.008
07/19/23 19:0,0.008,0.006,0.014
07/21/23 12:0,0.013,0.012,0.025
07/23/23 03:0,0.019,0.023,0.041999999999999996
07/24/23 19:0,0.023,0.012,0.035
07/26/23 12:0,0.026,0.012,0.038
07/28/23 03:0,0.028,0.006,0.034
07/29/23 19:0,0.029,0.0,0.029
07/31/23 12:0,0.028,-0.087,-0.059
08/02/23 03:0,0.025,0.006,0.031
08/03/23 19:0,0.021,0.006,0.027000000000000003
08/05/23 12:0,0.016,0.006,0.022
08/07/23 03:0,0.011,0.006,0.017
08/08/23 19:0,0.004,0.006,0.01
08/10/23 12:0,-0.002,0.0,-0.002
08/12/23 03:0,-0.008,0.0,-0.008
08/13/23 19:0,-0.013,0.006,-0.006999999999999999
08/15/23 12:0,-0.017,0.012,-0.005000000000000001
08/17/23 03:0,-0.02,0.0,-0.02
08/18/23 19:0,-0.022,0.006,-0.016
08/20/23 12:0,-0.022,0.0,-0.022
08/22/23 03:0,-0.02,0.0,-0.02
08/23/23 19:0,-0.016,0.0,-0.016
08/25/23 12:0,-0.011,0.0,-0.011
08/27/23 03:0,-0.004,0.0,-0.004
08/28/23 19:0,0.004,0.006,0.01
08/30/23 12:0,0.013,0.0,0.013
09/01/23 03:0,0.022,0.0,0.022
09/02/23 19:0,0.032,0.0,0.032
09/04/23 12:0,0.041,0.0,0.041
09/06/23 03:0,0.051,-0.006,0.045
09/07/23 19:0,0.06,-0.006,0.054
09/09/23 12:0,0.068,0.006,0.07400000000000001
09/11/23 03:0,0.076,0.0,0.076
09/12/23 19:0,0.083,0.0,0.083
09/14/23 12:0,0.089,-0.006,0.08299999999999999
09/16/23 03:0,0.094,-0.006,0.088
09/17/23 19:0,0.099,-0.012,0.08700000000000001
09/19/23 12:0,0.104,-0.006,0.09799999999999999
09/21/23 03:0,0.108,-0.012,0.096
09/22/23 19:0,0.112,0.006,0.11800000000000001
09/24/23 12:0,0.116,0.0,0.116
09/26/23 03:0,0.12,0.0,0.12
09/27/23 19:0,0.124,0.0,0.124
09/29/23 12:0,0.129,-0.006,0.123
10/01/23 03:0,0.133,0.012,0.14500000000000002
10/02/23 19:0,0.137,0.023,0.16
10/04/23 12:0,0.141,0.041,0.182
10/06/23 03:0,0.144,0.035,0.179
10/07/23 19:0,0.147,0.035,0.182
10/09/23 12:0,0.148,0.041,0.189
10/11/23 03:0,0.148,0.023,0.17099999999999999
10/12/23 19:0,0.147,0.029,0.176
10/14/23 12:0,0.144,0.035,0.179
10/16/23 03:0,0.139,0.041,0.18000000000000002
10/17/23 19:0,0.132,0.047,0.179
10/19/23 12:0,0.124,0.052,0.176
10/21/23 03:0,0.114,0.058,0.17200000000000001
10/22/23 19:0,0.102,0.058,0.16
10/24/23 12:0,0.09,0.07,0.16
10/26/23 03:0,0.076,0.076,0.152
10/27/23 19:0,0.062,0.087,0.149
10/29/23 12:0,0.049,0.087,0.136
10/31/23 03:0,0.035,0.081,0.116
11/01/23 19:0,0.023,0.081,0.10400000000000001
11/03/23 12:0,0.012,0.087,0.09899999999999999
11/05/23 03:0,0.002,0.105,0.107
11/06/23 19:0,-0.005,0.116,0.111
11/08/23 12:0,-0.011,0.116,0.10500000000000001
11/10/23 03:0,-0.014,0.116,0.10200000000000001
11/11/23 19:0,-0.016,0.11,0.094
11/13/23 12:0,-0.015,0.105,0.09
11/15/23 03:0,-0.013,0.105,0.092
11/16/23 19:0,-0.01,0.105,0.095
11/18/23 12:0,-0.006,0.116,0.11
11/20/23 03:0,-0.001,0.116,0.115
11/21/23 19:0,0.004,0.116,0.12000000000000001
11/23/23 12:0,0.008,0.116,0.124
11/25/23 03:0,0.011,0.105,0.11599999999999999
11/26/23 19:0,0.013,0.093,0.106
11/28/23 12:0,0.013,0.087,0.09999999999999999
11/30/23 03:0,0.011,0.076,0.087
12/01/23 19:0,0.008,0.07,0.07800000000000001
12/03/23 12:0,0.002,0.058,0.060000000000000005
12/05/23 03:0,-0.005,0.058,0.053000000000000005
12/06/23 19:0,-0.013,0.052,0.039
12/08/23 12:0,-0.023,0.052,0.028999999999999998
12/10/23 03:0,-0.034,-0.047,-0.081
12/11/23 19:0,-0.045,0.047,0.0020000000000000018
12/13/23 12:0,-0.056,0.041,-0.015
12/15/23 03:0,-0.067,0.041,-0.026000000000000002
12/16/23 19:0,-0.077,0.041,-0.036
12/18/23 12:0,-0.086,0.041,-0.04499999999999999
12/20/23 03:0,-0.093,0.041,-0.052
12/21/23 19:0,-0.099,0.041,-0.058
12/23/23 12:0,-0.103,0.041,-0.06199999999999999
12/25/23 03:0,-0.105,0.041,-0.064
12/26/23 19:0,-0.106,0.041,-0.065
12/28/23 12:0,-0.106,0.041,-0.065
12/30/23 03:0,-0.104,0.041,-0.063
12/31/23 19:0,-0.102,0.041,-0.06099999999999999
01/02/24 12:0,-0.099,0.041,-0.058
01/04/24 03:0,-0.097,0.041,-0.056
01/05/24 19:0,-0.094,0.041,-0.053
01/07/24 12:0,-0.093,0.047,-0.046
01/09/24 03:0,-0.092,0.047,-0.045
01/10/24 19:0,-0.093,0.047,-0.046
01/12/24 12:0,-0.095,0.052,-0.043000000000000003
01/14/24 03:0,-0.099,0.058,-0.041
01/15/24 19:0,-0.104,0.058,-0.04599999999999999
01/17/24 12:0,-0.11,0.07,-0.039999999999999994
01/19/24 03:0,-0.117,0.064,-0.053000000000000005
01/20/24 19:0,-0.126,0.035,-0.091
01/22/24 12:0,-0.135,0.035,-0.1
01/24/24 03:0,-0.144,0.035,-0.10899999999999999
01/25/24 19:0,-0.152,0.029,-0.123
01/27/24 12:0,-0.161,0.023,-0.138
01/29/24 03:0,-0.168,0.029,-0.139
01/30/24 19:0,-0.174,0.023,-0.151
02/01/24 12:0,-0.179,0.017,-0.16199999999999998
02/03/24 03:0,-0.182,0.035,-0.147
02/04/24 19:0,-0.184,0.029,-0.155
02/06/24 12:0,-0.184,0.012,-0.172
02/08/24 03:0,-0.183,0.0,-0.183
02/09/24 19:0,-0.18,0.0,-0.18
02/11/24 12:0,-0.177,-0.006,-0.183
02/13/24 03:0,-0.172,-0.012,-0.184
02/14/24 19:0,-0.166,-0.023,-0.189
02/16/24 12:0,-0.16,-0.035,-0.195
02/18/24 03:0,-0.154,-0.076,-0.22999999999999998
02/19/24 19:0,-0.148,-0.087,-0.235
02/21/24 12:0,-0.141,-0.099,-0.24
02/23/24 03:0,-0.135,-0.105,-0.24
02/24/24 19:0,-0.128,-0.11,-0.238
02/26/24 12:0,-0.122,-0.116,-0.238
02/28/24 03:0,-0.116,-0.122,-0.238
02/29/24 19:0,-0.11,-0.128,-0.238
03/02/24 12:0,-0.103,-0.128,-0.23099999999999998
03/04/24 03:0,-0.096,-0.128,-0.224
03/05/24 19:0,-0.089,-0.122,-0.211
03/07/24 12:0,-0.081,-0.122,-0.203
03/09/24 03:0,-0.072,-0.122,-0.194
03/10/24 19:0,-0.063,-0.128,-0.191
03/12/24 12:0,-0.052,-0.227,-0.279
03/14/24 03:0,-0.041,-0.134,-0.17500000000000002
03/15/24 19:0,-0.03,-0.14,-0.17
03/17/24 12:0,-0.018,-0.14,-0.158
