Time,Input,Response,Error
datetime,float,float,float
T,,,
02/24/19 03:0,-0.018,-0.052,-0.06999999999999999
02/25/19 19:0,-0.026,-0.052,-0.078
02/27/19 12:0,-0.033,-0.041,-0.07400000000000001
03/01/19 03:0,-0.04,-0.041,-0.081
03/02/19 19:0,-0.046,-0.035,-0.081
03/04/19 12:0,-0.051,-0.041,-0.092
03/06/19 03:0,-0.054,-0.035,-0.089
03/07/19 19:0,-0.055,-0.029,-0.084
03/09/19 12:0,-0.055,-0.023,-0.078
03/11/19 03:0,-0.053,-0.017,-0.07
03/12/19 19:0,-0.05,-0.006,-0.056
03/14/19 12:0,-0.046,-0.006,-0.052
03/16/19 03:0,-0.042,0.0,-0.042
03/17/19 19:0,-0.037,-0.006,-0.043
03/19/19 12:0,-0.032,-0.006,-0.038
03/21/19 03:0,-0.027,0.0,-0.027
03/22/19 19:0,-0.024,0.0,-0.024
03/24/19 12:0,-0.021,0.0,-0.021
03/26/19 03:0,-0.021,0.0,-0.021
03/27/19 19:0,-0.022,0.017,-0.0049999999999999975
03/29/19 12:0,-0.025,0.012,-0.013000000000000001
03/31/19 03:0,-0.029,0.0,-0.029
04/01/19 19:0,-0.036,-0.006,-0.041999999999999996
04/03/19 12:0,-0.044,-0.017,-0.061
04/05/19 03:0,-0.054,-0.023,-0.077
04/06/19 19:0,-0.064,-0.017,-0.081
04/08/19 12:0,-0.075,-0.006,-0.081
04/10/19 03:0,-0.086,-0.006,-0.092
04/11/19 19:0,-0.096,0.0,-0.096
04/13/19 12:0,-0.106,-0.012,-0.118
04/15/19 03:0,-0.114,-0.012,-0.126
04/16/19 19:0,-0.121,-0.012,-0.133
04/18/19 12:0,-0.126,-0.017,-0.14300000000000002
04/20/19 03:0,-0.129,-0.023,-0.152
04/21/19 19:0,-0.13,-0.012,-0.14200000000000002
04/23/19 12:0,-0.128,0.0,-0.128
04/25/19 03:0,-0.125,-0.023,-0.148
04/26/19 19:0,-0.12,-0.116,-0.236
04/28/19 12:0,-0.114,-0.035,-0.14900000000000002
04/30/19 03:0,-0.106,-0.029,-0.135
05/01/19 19:0,-0.097,-0.035,-0.132
05/03/19 12:0,-0.088,-0.041,-0.129
05/05/19 03:0,-0.079,-0.052,-0.131
05/06/19 19:0,-0.07,-0.076,-0.14600000000000002
05/08/19 12:0,-0.061,-0.07,-0.131
05/10/19 03:0,-0.052,-0.099,-0.151
05/11/19 19:0,-0.044,-0.128,-0.172
05/13/19 12:0,-0.037,-0.128,-0.165
05/15/19 03:0,-0.031,-0.145,-0.176
05/16/19 19:0,-0.025,-0.145,-0.16999999999999998
05/18/19 12:0,-0.02,-0.151,-0.17099999999999999
05/20/19 03:0,-0.015,-0.169,-0.184
05/21/19 19:0,-0.011,-0.174,-0.185
05/23/19 12:0,-0.007,-0.169,-0.17600000000000002
05/25/19 03:0,-0.002,-0.163,-0.165
05/26/19 19:0,0.002,-0.169,-0.167
05/28/19 12:0,0.006,-0.18,-0.174
05/30/19 03:0,0.011,-0.18,-0.16899999999999998
05/31/19 19:0,0.016,-0.18,-0.16399999999999998
06/02/19 12:0,0.02,-0.18,-0.16
06/04/19 03:0,0.025,-0.174,-0.149
06/05/19 19:0,0.029,-0.163,-0.134
06/07/19 12:0,0.033,-0.157,-0.124
06/09/19 03:0,0.036,-0.145,-0.10899999999999999
06/10/19 19:0,0.038,-0.151,-0.11299999999999999
06/12/19 12:0,0.038,-0.151,-0.11299999999999999
06/14/19 03:0,0.038,-0.151,-0.11299999999999999
06/15/19 19:0,0.035,-0.151,-0.11599999999999999
06/17/19 12:0,0.031,-0.145,-0.11399999999999999
06/19/19 03:0,0.026,-0.145,-0.119
06/20/19 19:0,0.019,-0.145,-0.126
06/22/19 12:0,0.012,-0.14,-0.128
06/24/19 03:0,0.003,-0.128,-0.125
06/25/19 19:0,-0.007,-0.134,-0.14100000000000001
06/27/19 12:0,-0.017,-0.134,-0.15100000000000002
06/29/19 03:0,-0.026,-0.122,-0.148
06/30/19 19:0,-0.035,-0.116,-0.15100000000000002
07/02/19 12:0,-0.044,-0.11,-0.154
07/04/19 03:0,-0.051,-0.11,-0.161
07/05/19 19:0,-0.056,-0.105,-0.161
07/07/19 12:0,-0.06,-0.105,-0.16499999999999998
07/09/19 03:0,-0.062,-0.11,-0.172
07/10/19 19:0,-0.062,-0.11,-0.172
07/12/19 12:0,-0.06,-0.116,-0.176
07/14/19 03:0,-0.057,-0.116,-0.17300000000000001
07/15/19 19:0,-0.052,-0.116,-0.168
07/17/19 12:0,-0.046,-0.116,-0.162
07/19/19 03:0,-0.039,-0.116,-0.155
07/20/19 19:0,-0.032,-0.122,-0.154
07/22/19 12:0,-0.025,-0.122,-0.147
07/24/19 03:0,-0.018,-0.122,-0.13999999999999999
07/25/19 19:0,-0.012,-0.128,-0.14
07/27/19 12:0,-0.008,-0.116,-0.124
07/29/19 03:0,-0.005,-0.203,-0.20800000000000002
07/30/19 19:0,-0.004,-0.11,-0.114
08/01/19 12:0,-0.004,-0.11,-0.114
08/03/19 03:0,-0.006,-0.116,-0.12200000000000001
08/04/19 19:0,-0.009,-0.122,-0.131
08/06/19 12:0,-0.014,-0.128,-0.14200000000000002
08/08/19 03:0,-0.019,-0.14,-0.159
08/09/19 19:0,-0.025,-0.151,-0.176
08/11/19 12:0,-0.031,-0.157,-0.188
08/13/19 03:0,-0.036,-0.157,-0.193
08/14/19 19:0,-0.041,-0.163,-0.20400000000000001
08/16/19 12:0,-0.045,-0.163,-0.20800000000000002
08/18/19 03:0,-0.047,-0.163,-0.21000000000000002
08/19/19 19:0,-0.047,-0.169,-0.21600000000000003
08/21/19 12:0,-0.046,-0.163,-0.20900000000000002
08/23/19 03:0,-0.042,-0.163,-0.20500000000000002
08/24/19 19:0,-0.037,-0.163,-0.2
08/26/19 12:0,-0.03,-0.169,-0.199
08/28/19 03:0,-0.022,-0.163,-0.185
08/29/19 19:0,-0.013,-0.163,-0.17600000000000002
08/31/19 12:0,-0.003,-0.169,-0.17200000000000001
09/02/19 03:0,0.007,-0.163,-0.156
09/03/19 19:0,0.017,-0.169,-0.15200000000000002
09/05/19 12:0,0.026,-0.163,-0.137
09/07/19 03:0,0.034,-0.163,-0.129
09/08/19 19:0,0.04,-0.169,-0.129
09/10/19 12:0,0.045,-0.163,-0.11800000000000001
09/12/19 03:0,0.048,-0.163,-0.115
09/13/19 19:0,0.049,-0.163,-0.114
09/15/19 12:0,0.048,-0.169,-0.12100000000000001
09/17/19 03:0,0.046,-0.169,-0.12300000000000001
09/18/19 19:0,0.041,-0.169,-0.128
09/20/19 12:0,0.036,-0.163,-0.127
09/22/19 03:0,0.03,-0.169,-0.139
09/23/19 19:0,0.023,-0.169,-0.14600000000000002
09/25/19 12:0,0.016,-0.169,-0.15300000000000002
09/27/19 03:0,0.009,-0.169,-0.16
09/28/19 19:0,0.003,-0.169,-0.166
09/30/19 12:0,-0.002,-0.163,-0.165
10/02/19 03:0,-0.006,-0.157,-0.163
10/03/19 19:0,-0.008,-0.151,-0.159
10/05/19 12:0,-0.009,-0.151,-0.16
10/07/19 03:0,-0.009,-0.151,-0.16
10/08/19 19:0,-0.007,-0.151,-0.158
10/10/19 12:0,-0.004,-0.151,-0.155
10/12/19 03:0,-0.001,-0.151,-0.152
10/13/19 19:0,0.004,-0.151,-0.147
10/15/19 12:0,0.01,-0.157,-0.147
10/17/19 03:0,0.015,-0.157,-0.14200000000000002
10/18/19 19:0,0.021,-0.157,-0.136
10/20/19 12:0,0.026,-0.157,-0.131
10/22/19 03:0,0.031,-0.157,-0.126
10/23/19 19:0,0.036,-0.157,-0.121
10/25/19 12:0,0.04,-0.157,-0.11699999999999999
10/27/19 03:0,0.044,-0.157,-0.113
10/28/19 19:0,0.047,-0.157,-0.11
10/30/19 12:0,0.05,-0.157,-0.107
11/01/19 03:0,0.053,-0.157,-0.10400000000000001
11/02/19 19:0,0.055,-0.157,-0.10200000000000001
11/04/19 12:0,0.058,-0.157,-0.099
11/06/19 03:0,0.06,-0.157,-0.097
11/07/19 19:0,0.064,-0.157,-0.093
11/09/19 12:0,0.067,-0.157,-0.09
11/11/19 03:0,0.071,-0.157,-0.08600000000000001
11/12/19 19:0,0.076,-0.157,-0.081
11/14/19 12:0,0.081,-0.157,-0.076
11/16/19 03:0,0.086,-0.157,-0.07100000000000001
11/17/19 19:0,0.091,-0.157,-0.066
11/19/19 12:0,0.097,-0.151,-0.05399999999999999
11/21/19 03:0,0.101,-0.151,-0.04999999999999999
11/22/19 19:0,0.105,-0.151,-0.046
11/24/19 12:0,0.108,-0.151,-0.043
11/26/19 03:0,0.11,-0.145,-0.03499999999999999
11/27/19 19:0,0.11,-0.14,-0.030000000000000013
11/29/19 12:0,0.109,-0.14,-0.031000000000000014
12/01/19 03:0,0.106,-0.134,-0.02800000000000001
12/02/19 19:0,0.101,-0.116,-0.015
12/04/19 12:0,0.094,-0.105,-0.010999999999999996
12/06/19 03:0,0.087,-0.18,-0.093
12/07/19 19:0,0.078,-0.029,0.049
12/09/19 12:0,0.068,0.0,0.068
12/11/19 03:0,0.058,0.07,0.128
12/12/19 19:0,0.047,0.14,0.187
12/14/19 12:0,0.037,0.14,0.17700000000000002
12/16/19 03:0,0.027,0.076,0.103
12/17/19 19:0,0.018,0.047,0.065
12/19/19 12:0,0.01,0.041,0.051000000000000004
12/21/19 03:0,0.004,0.087,0.091
12/22/19 19:0,-0.001,0.093,0.092
12/24/19 12:0,-0.004,0.081,0.077
12/26/19 03:0,-0.005,0.064,0.059000000000000004
12/27/19 19:0,-0.004,0.052,0.048
12/29/19 12:0,-0.003,0.058,0.055
12/31/19 03:0,0.0,0.081,0.081
01/01/20 19:0,0.004,0.076,0.08
01/03/20 12:0,0.007,0.07,0.07700000000000001
01/05/20 03:0,0.011,0.087,0.09799999999999999
01/06/20 19:0,0.013,0.099,0.112
01/08/20 12:0,0.015,0.058,0.07300000000000001
01/10/20 03:0,0.015,0.029,0.044
01/11/20 19:0,0.014,0.052,0.066
01/13/20 12:0,0.011,0.029,0.04
01/15/20 03:0,0.005,0.023,0.028
01/16/20 19:0,-0.001,0.017,0.016
01/18/20 12:0,-0.01,0.012,0.002
01/20/20 03:0,-0.02,0.017,-0.002999999999999999
01/21/20 19:0,-0.031,0.023,-0.008
01/23/20 12:0,-0.042,0.017,-0.025
01/25/20 03:0,-0.054,0.012,-0.041999999999999996
01/26/20 19:0,-0.066,0.006,-0.060000000000000005
01/28/20 12:0,-0.077,-0.006,-0.083
01/30/20 03:0,-0.087,-0.006,-0.093
01/31/20 19:0,-0.095,-0.006,-0.101
02/02/20 12:0,-0.102,0.006,-0.09599999999999999
02/04/20 03:0,-0.106,0.012,-0.094
02/05/20 19:0,-0.109,0.0,-0.109
02/07/20 12:0,-0.109,0.006,-0.103
02/09/20 03:0,-0.108,0.0,-0.108
02/10/20 19:0,-0.105,0.006,-0.09899999999999999
02/12/20 12:0,-0.1,0.006,-0.094
02/14/20 03:0,-0.094,0.0,-0.094
02/15/20 19:0,-0.088,0.006,-0.08199999999999999
02/17/20 12:0,-0.081,0.0,-0.081
02/19/20 03:0,-0.074,-0.012,-0.086
02/20/20 19:0,-0.068,0.0,-0.068
02/22/20 12:0,-0.063,-0.012,-0.075
02/24/20 03:0,-0.058,-0.023,-0.081
02/25/20 19:0,-0.055,-0.029,-0.084
02/27/20 12:0,-0.054,-0.023,-0.077
02/29/20 03:0,-0.053,-0.047,-0.1
03/01/20 19:0,-0.054,-0.064,-0.118
03/03/20 12:0,-0.056,-0.087,-0.143
03/05/20 03:0,-0.059,-0.093,-0.152
03/06/20 19:0,-0.063,-0.099,-0.162
03/08/20 12:0,-0.066,-0.099,-0.165
03/10/20 03:0,-0.07,-0.099,-0.169
03/11/20 19:0,-0.073,-0.105,-0.178
03/13/20 12:0,-0.076,-0.11,-0.186
03/15/20 03:0,-0.078,-0.11,-0.188
03/16/20 19:0,-0.079,-0.122,-0.201
03/18/20 12:0,-0.079,-0.128,-0.20700000000000002
03/20/20 03:0,-0.078,-0.134,-0.21200000000000002
03/21/20 19:0,-0.075,-0.134,-0.20900000000000002
03/23/20 12:0,-0.072,-0.134,-0.20600000000000002
03/25/20 03:0,-0.067,-0.134,-0.201
03/26/20 19:0,-0.062,-0.134,-0.196
03/28/20 12:0,-0.057,-0.134,-0.191
03/30/20 03:0,-0.051,-0.134,-0.185
03/31/20 19:0,-0.046,-0.134,-0.18
04/02/20 12:0,-0.041,-0.14,-0.18100000000000002
04/04/20 03:0,-0.036,-0.14,-0.17600000000000002
04/05/20 19:0,-0.032,-0.14,-0.17200000000000001
04/07/20 12:0,-0.028,-0.14,-0.168
04/09/20 03:0,-0.025,-0.14,-0.165
04/10/20 19:0,-0.023,-0.14,-0.163
04/12/20 12:0,-0.021,-0.14,-0.161
04/14/20 03:0,-0.02,-0.14,-0.16
04/15/20 19:0,-0.018,-0.233,-0.251
04/17/20 12:0,-0.017,-0.134,-0.15100000000000002
04/19/20 03:0,-0.015,-0.128,-0.14300000000000002
04/20/20 19:0,-0.013,-0.128,-0.14100000000000001
04/22/20 12:0,-0.01,-0.128,-0.138
04/24/20 03:0,-0.007,-0.122,-0.129
04/25/20 19:0,-0.003,-0.122,-0.125
04/27/20 12:0,0.002,-0.122,-0.12
04/29/20 03:0,0.007,-0.116,-0.109
04/30/20 19:0,0.013,-0.122,-0.109
05/02/20 12:0,0.019,-0.122,-0.103
05/04/20 03:0,0.025,-0.116,-0.091
05/05/20 19:0,0.031,-0.122,-0.091
05/07/20 12:0,0.036,-0.122,-0.086
05/09/20 03:0,0.04,-0.122,-0.08199999999999999
05/10/20 19:0,0.043,-0.116,-0.07300000000000001
05/12/20 12:0,0.045,-0.116,-0.07100000000000001
05/14/20 03:0,0.046,-0.11,-0.064
05/15/20 19:0,0.044,-0.11,-0.066
05/17/20 12:0,0.041,-0.11,-0.069
05/19/20 03:0,0.037,-0.105,-0.068
05/20/20 19:0,0.031,-0.105,-0.074
05/22/20 12:0,0.025,-0.11,-0.08499999999999999
05/24/20 03:0,0.017,-0.11,-0.093
05/25/20 19:0,0.01,-0.11,-0.1
05/27/20 12:0,0.002,-0.11,-0.108
05/29/20 03:0,-0.005,-0.105,-0.11
05/30/20 19:0,-0.011,-0.11,-0.121
06/01/20 12:0,-0.015,-0.105,-0.12
06/03/20 03:0,-0.018,-0.105,-0.123
06/04/20 19:0,-0.019,-0.11,-0.129
06/06/20 12:0,-0.018,-0.11,-0.128
06/08/20 03:0,-0.014,-0.11,-0.124
06/09/20 19:0,-0.009,-0.11,-0.119
06/11/20 12:0,-0.001,-0.11,-0.111
06/13/20 03:0,0.008,-0.11,-0.10200000000000001
06/14/20 19:0,0.019,-0.116,-0.097
06/16/20 12:0,0.03,-0.116,-0.08600000000000001
06/18/20 03:0,0.042,-0.116,-0.07400000000000001
06/19/20 19:0,0.053,-0.116,-0.063
06/21/20 12:0,0.064,-0.116,-0.052000000000000005
06/23/20 03:0,0.074,-0.116,-0.04200000000000001
06/24/20 19:0,0.082,-0.116,-0.034
06/26/20 12:0,0.088,-0.116,-0.02800000000000001
06/28/20 03:0,0.092,-0.116,-0.024000000000000007
06/29/20 19:0,0.094,-0.116,-0.022000000000000006
07/01/20 12:0,0.093,-0.116,-0.023000000000000007
07/03/20 03:0,0.089,-0.116,-0.02700000000000001
07/04/20 19:0,0.084,-0.116,-0.032
07/06/20 12:0,0.076,-0.116,-0.04000000000000001
07/08/20 03:0,0.067,-0.116,-0.049
07/09/20 19:0,0.057,-0.122,-0.065
07/11/20 12:0,0.046,-0.116,-0.07
07/13/20 03:0,0.035,-0.116,-0.081
07/14/20 19:0,0.023,-0.11,-0.087
07/16/20 12:0,0.012,-0.105,-0.093
07/18/20 03:0,0.002,-0.198,-0.196
07/19/20 19:0,-0.007,-0.093,-0.1
07/21/20 12:0,-0.016,-0.076,-0.092
07/23/20 03:0,-0.023,-0.07,-0.093
07/24/20 19:0,-0.028,-0.058,-0.08600000000000001
07/26/20 12:0,-0.033,-0.058,-0.091
07/28/20 03:0,-0.037,-0.052,-0.089
07/29/20 19:0,-0.041,-0.058,-0.099
07/31/20 12:0,-0.044,-0.064,-0.108
08/02/20 03:0,-0.047,-0.064,-0.111
08/03/20 19:0,-0.051,-0.07,-0.121
08/05/20 12:0,-0.055,-0.07,-0.125
08/07/20 03:0,-0.06,-0.07,-0.13
08/08/20 19:0,-0.067,-0.076,-0.14300000000000002
08/10/20 12:0,-0.074,-0.064,-0.138
08/12/20 03:0,-0.082,-0.064,-0.14600000000000002
08/13/20 19:0,-0.092,-0.058,-0.15
08/15/20 12:0,-0.102,-0.058,-0.16
08/17/20 03:0,-0.114,-0.058,-0.17200000000000001
08/18/20 19:0,-0.126,-0.064,-0.19
08/20/20 12:0,-0.138,-0.076,-0.21400000000000002
08/22/20 03:0,-0.15,-0.081,-0.23099999999999998
08/23/20 19:0,-0.162,-0.087,-0.249
08/25/20 12:0,-0.173,-0.163,-0.33599999999999997
08/27/20 03:0,-0.184,-0.093,-0.277
08/28/20 19:0,-0.193,-0.087,-0.28
08/30/20 12:0,-0.201,-0.11,-0.311
09/01/20 03:0,-0.207,-0.122,-0.32899999999999996
09/02/20 19:0,-0.212,-0.122,-0.33399999999999996
09/04/20 12:0,-0.215,-0.128,-0.34299999999999997
09/06/20 03:0,-0.218,-0.134,-0.352
09/07/20 19:0,-0.219,-0.145,-0.364
09/09/20 12:0,-0.219,-0.145,-0.364
09/11/20 03:0,-0.218,-0.145,-0.363
09/12/20 19:0,-0.217,-0.151,-0.368
09/14/20 12:0,-0.216,-0.145,-0.361
09/16/20 03:0,-0.215,-0.151,-0.366
09/17/20 19:0,-0.214,-0.169,-0.383
09/19/20 12:0,-0.213,-0.174,-0.387
09/21/20 03:0,-0.213,-0.186,-0.399
09/22/20 19:0,-0.212,-0.198,-0.41000000000000003
09/24/20 12:0,-0.212,-0.203,-0.41500000000000004
09/26/20 03:0,-0.212,-0.209,-0.421
09/27/20 19:0,-0.212,-0.209,-0.421
09/29/20 12:0,-0.211,-0.215,-0.426
10/01/20 03:0,-0.21,-0.209,-0.419
10/02/20 19:0,-0.209,-0.215,-0.424
10/04/20 12:0,-0.206,-0.215,-0.421
10/06/20 03:0,-0.202,-0.215,-0.41700000000000004
10/07/20 19:0,-0.198,-0.215,-0.41300000000000003
10/09/20 12:0,-0.192,-0.221,-0.41300000000000003
10/11/20 03:0,-0.186,-0.215,-0.401
10/12/20 19:0,-0.178,-0.215,-0.393
10/14/20 12:0,-0.17,-0.215,-0.385
10/16/20 03:0,-0.161,-0.215,-0.376
10/17/20 19:0,-0.153,-0.215,-0.368
10/19/20 12:0,-0.145,-0.215,-0.36
10/21/20 03:0,-0.137,-0.215,-0.352
10/22/20 19:0,-0.13,-0.221,-0.351
10/24/20 12:0,-0.125,-0.215,-0.33999999999999997
10/26/20 03:0,-0.121,-0.221,-0.34199999999999997
10/27/20 19:0,-0.12,-0.221,-0.34099999999999997
10/29/20 12:0,-0.12,-0.221,-0.34099999999999997
10/31/20 03:0,-0.121,-0.221,-0.34199999999999997
11/01/20 19:0,-0.125,-0.221,-0.346
11/03/20 12:0,-0.13,-0.227,-0.357
11/05/20 03:0,-0.137,-0.227,-0.364
11/06/20 19:0,-0.145,-0.227,-0.372
11/08/20 12:0,-0.153,-0.221,-0.374
11/10/20 03:0,-0.161,-0.215,-0.376
11/11/20 19:0,-0.169,-0.215,-0.384
11/13/20 12:0,-0.176,-0.209,-0.385
11/15/20 03:0,-0.182,-0.215,-0.397
11/16/20 19:0,-0.185,-0.209,-0.394
11/18/20 12:0,-0.187,-0.215,-0.402
11/20/20 03:0,-0.186,-0.215,-0.401
11/21/20 19:0,-0.183,-0.215,-0.398
11/23/20 12:0,-0.177,-0.215,-0.392
11/25/20 03:0,-0.169,-0.221,-0.39
11/26/20 19:0,-0.159,-0.308,-0.46699999999999997
11/28/20 12:0,-0.147,-0.221,-0.368
11/30/20 03:0,-0.133,-0.221,-0.354
12/01/20 19:0,-0.119,-0.215,-0.33399999999999996
12/03/20 12:0,-0.104,-0.209,-0.313
12/05/20 03:0,-0.089,-0.209,-0.298
12/06/20 19:0,-0.074,-0.209,-0.283
12/08/20 12:0,-0.061,-0.209,-0.27
12/10/20 03:0,-0.049,-0.227,-0.276
12/11/20 19:0,-0.038,-0.233,-0.271
12/13/20 12:0,-0.03,-0.238,-0.268
12/15/20 03:0,-0.023,-0.244,-0.267
12/16/20 19:0,-0.019,-0.25,-0.269
12/18/20 12:0,-0.016,-0.25,-0.266
12/20/20 03:0,-0.015,-0.25,-0.265
12/21/20 19:0,-0.016,-0.25,-0.266
12/23/20 12:0,-0.017,-0.25,-0.267
12/25/20 03:0,-0.02,-0.25,-0.27
12/26/20 19:0,-0.022,-0.256,-0.278
12/28/20 12:0,-0.025,-0.25,-0.275
12/30/20 03:0,-0.028,-0.25,-0.278
12/31/20 19:0,-0.029,-0.25,-0.279
01/02/21 12:0,-0.031,-0.256,-0.28700000000000003
01/04/21 03:0,-0.031,-0.256,-0.28700000000000003
01/05/21 19:0,-0.03,-0.256,-0.28600000000000003
01/07/21 12:0,-0.028,-0.25,-0.278
01/09/21 03:0,-0.026,-0.244,-0.27
01/10/21 19:0,-0.023,-0.25,-0.273
01/12/21 12:0,-0.019,-0.244,-0.263
01/14/21 03:0,-0.016,-0.244,-0.26
01/15/21 19:0,-0.012,-0.25,-0.262
01/17/21 12:0,-0.009,-0.25,-0.259
01/19/21 03:0,-0.007,-0.25,-0.257
01/20/21 19:0,-0.005,-0.25,-0.255
01/22/21 12:0,-0.005,-0.25,-0.255
01/24/21 03:0,-0.006,-0.25,-0.256
01/25/21 19:0,-0.008,-0.25,-0.258
01/27/21 12:0,-0.011,-0.25,-0.261
01/29/21 03:0,-0.015,-0.256,-0.271
01/30/21 19:0,-0.02,-0.25,-0.27
02/01/21 12:0,-0.025,-0.25,-0.275
02/03/21 03:0,-0.031,-0.25,-0.281
02/04/21 19:0,-0.037,-0.25,-0.287
02/06/21 12:0,-0.043,-0.25,-0.293
02/08/21 03:0,-0.048,-0.256,-0.304
02/09/21 19:0,-0.052,-0.25,-0.302
02/11/21 12:0,-0.056,-0.25,-0.306
02/13/21 03:0,-0.058,-0.25,-0.308
02/14/21 19:0,-0.059,-0.256,-0.315
02/16/21 12:0,-0.059,-0.256,-0.315
02/18/21 03:0,-0.058,-0.256,-0.314
02/19/21 19:0,-0.056,-0.256,-0.312
02/21/21 12:0,-0.053,-0.25,-0.303
02/23/21 03:0,-0.05,-0.25,-0.3
02/24/21 19:0,-0.046,-0.25,-0.296
02/26/21 12:0,-0.042,-0.25,-0.292
02/28/21 03:0,-0.038,-0.256,-0.294
03/01/21 19:0,-0.035,-0.25,-0.28500000000000003
03/03/21 12:0,-0.031,-0.25,-0.281
03/05/21 03:0,-0.029,-0.256,-0.28500000000000003
03/06/21 19:0,-0.026,-0.244,-0.27
03/08/21 12:0,-0.024,-0.244,-0.268
03/10/21 03:0,-0.022,-0.25,-0.272
03/11/21 19:0,-0.02,-0.25,-0.27
03/13/21 12:0,-0.018,-0.25,-0.268
03/15/21 03:0,-0.015,-0.25,-0.265
03/16/21 19:0,-0.012,-0.256,-0.268
03/18/21 12:0,-0.008,-0.262,-0.27
03/20/21 03:0,-0.003,-0.262,-0.265
03/21/21 19:0,0.004,-0.262,-0.258
03/23/21 12:0,0.011,-0.256,-0.245
03/25/21 03:0,0.02,-0.262,-0.24200000000000002
03/26/21 19:0,0.031,-0.262,-0.231
03/28/21 12:0,0.042,-0.262,-0.22
03/30/21 03:0,0.054,-0.262,-0.20800000000000002
03/31/21 19:0,0.067,-0.262,-0.195
04/02/21 12:0,0.08,-0.267,-0.187
04/04/21 03:0,0.093,-0.262,-0.169
04/05/21 19:0,0.105,-0.267,-0.16200000000000003
04/07/21 12:0,0.116,-0.36,-0.244
04/09/21 03:0,0.125,-0.267,-0.14200000000000002
04/10/21 19:0,0.133,-0.267,-0.134
04/12/21 12:0,0.139,-0.267,-0.128
04/14/21 03:0,0.142,-0.262,-0.12000000000000002
04/15/21 19:0,0.143,-0.267,-0.12400000000000003
04/17/21 12:0,0.141,-0.267,-0.12600000000000003
04/19/21 03:0,0.137,-0.267,-0.13
04/20/21 19:0,0.132,-0.267,-0.135
04/22/21 12:0,0.124,-0.256,-0.132
04/24/21 03:0,0.116,-0.256,-0.14
04/25/21 19:0,0.106,-0.25,-0.14400000000000002
04/27/21 12:0,0.097,-0.244,-0.147
04/29/21 03:0,0.087,-0.238,-0.151
04/30/21 19:0,0.079,-0.227,-0.14800000000000002
05/02/21 12:0,0.071,-0.215,-0.14400000000000002
05/04/21 03:0,0.066,-0.198,-0.132
05/05/21 19:0,0.062,-0.18,-0.118
05/07/21 12:0,0.06,-0.174,-0.11399999999999999
05/09/21 03:0,0.06,-0.174,-0.11399999999999999
05/10/21 19:0,0.062,-0.18,-0.118
05/12/21 12:0,0.067,-0.174,-0.10699999999999998
05/14/21 03:0,0.073,-0.169,-0.09600000000000002
05/15/21 19:0,0.08,-0.157,-0.077
05/17/21 12:0,0.089,-0.151,-0.062
05/19/21 03:0,0.098,-0.151,-0.05299999999999999
05/20/21 19:0,0.107,-0.157,-0.05
05/22/21 12:0,0.116,-0.169,-0.053000000000000005
05/24/21 03:0,0.124,-0.169,-0.04500000000000001
05/25/21 19:0,0.131,-0.174,-0.04299999999999998
05/27/21 12:0,0.137,-0.174,-0.03699999999999998
05/29/21 03:0,0.141,-0.169,-0.028000000000000025
05/30/21 19:0,0.144,-0.169,-0.025000000000000022
06/01/21 12:0,0.145,-0.169,-0.02400000000000002
06/03/21 03:0,0.145,-0.169,-0.02400000000000002
06/04/21 19:0,0.143,-0.174,-0.031
06/06/21 12:0,0.141,-0.169,-0.028000000000000025
06/08/21 03:0,0.138,-0.169,-0.031
06/09/21 19:0,0.134,-0.163,-0.028999999999999998
06/11/21 12:0,0.13,-0.163,-0.033
06/13/21 03:0,0.127,-0.163,-0.036000000000000004
06/14/21 19:0,0.124,-0.163,-0.03900000000000001
06/16/21 12:0,0.122,-0.157,-0.035
06/18/21 03:0,0.121,-0.151,-0.03
06/19/21 19:0,0.122,-0.157,-0.035
06/21/21 12:0,0.124,-0.157,-0.033
06/23/21 03:0,0.127,-0.151,-0.023999999999999994
06/24/21 19:0,0.131,-0.151,-0.01999999999999999
06/26/21 12:0,0.136,-0.145,-0.00899999999999998
06/28/21 03:0,0.142,-0.14,0.001999999999999974
06/29/21 19:0,0.149,-0.145,0.0040000000000000036
07/01/21 12:0,0.156,-0.14,0.015999999999999986
07/03/21 03:0,0.163,-0.14,0.022999999999999993
07/04/21 19:0,0.169,-0.14,0.028999999999999998
07/06/21 12:0,0.176,-0.128,0.04799999999999999
07/08/21 03:0,0.181,-0.122,0.059
07/09/21 19:0,0.186,-0.122,0.064
07/11/21 12:0,0.19,-0.116,0.074
07/13/21 03:0,0.193,-0.11,0.083
07/14/21 19:0,0.196,-0.105,0.09100000000000001
07/16/21 12:0,0.198,-0.099,0.099
07/18/21 03:0,0.199,-0.099,0.1
07/19/21 19:0,0.201,-0.093,0.10800000000000001
07/21/21 12:0,0.202,-0.087,0.11500000000000002
07/23/21 03:0,0.204,-0.07,0.13399999999999998
07/24/21 19:0,0.206,-0.058,0.148
07/26/21 12:0,0.208,-0.041,0.16699999999999998
07/28/21 03:0,0.212,-0.023,0.189
07/29/21 19:0,0.216,0.029,0.245
07/31/21 12:0,0.22,0.052,0.272
08/02/21 03:0,0.225,0.087,0.312
08/03/21 19:0,0.23,0.052,0.28200000000000003
08/05/21 12:0,0.235,0.029,0.264
08/07/21 03:0,0.241,0.017,0.258
08/08/21 19:0,0.245,0.081,0.326
